processo,uf,municipio,codigo_ibge,orgao,objeto_compra,link_portal,parecer_geral,prioridade,deve_priorizar,modo_processamento,contexto_dominante,justificativa,recomendacao_motivo,total_itens,aderencia_direta,aderencia_parcial_forte,aderencia_parcial_fraca,falso_positivo_lexical,nao_aderente,valor_estimado,valor_homologado,data_encerramento,srp,situacao,provedor,modelo,analisado_em,custo_usd,tok_in,tok_out,cache_r,cache_w,n_chamadas_llm,lat_ms_total
00394452000103-1-007277/2026,MG,Juiz de Fora,3136702,COMANDO DO EXERCITO,"Contratação para futura aquisição de medicamentos de alto custo, visando o cumprimento da Portaria 139 - DGP, de 07 de julho de  2015, para atender as necessidades de pacientes com processos ativos na Seção FuSEx.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=16012105900112026,NAO_ADERENTE,,0,meepp,,,,2,0,0,0,0,2,12646.8,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
00394544000185-1-000664/2026,MG,Governador Valadares,3127701,MINISTERIO DA SAUDE,"Aquisição de dietas infantil e suplementos alimentares destinados aos pacientes atendidos na Casa de Apoio à Saúde Indígena de Governador Valadares - MG/CASAI-GVR, nos termos da tabela abaixo, conforme condições e exigências estabelecidas neste instrumento.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=25703505900092026,NAO_ADERENTE,,0,meepp,,,,5,0,0,0,0,5,28206.0,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
01098929000168-1-000010/2026,MG,São João del Rei,3162500,CONSORCIO INTERMUNICIPAL DE SAUDE DAS VERTENTES,"Registro de preços para futura e eventual contratação de empresa(s) especializada(s) na prestação de serviços gráficos, compreendendo a confecção de impressos e carimbos, com fornecimento de materiais e insumos, para atendimento das demandas do Consórcio Intermunicipal de Saúde das Vertentes - CISVE…",https://cisver.licitapp.com.br/,NAO_ADERENTE,,0,meepp,,,,22,0,0,0,0,22,202417.2,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
01203485000183-1-000011/2026,MG,Juiz de Fora,3136702,AGENCIA DE COOPERACAO INTERMUNICIPAL EM SAUDE PE DA SERRA - ACISPES,Contratação de serviços de chaveiro automotivo.,,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,21778.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
01611137000145-1-000010/2026,MG,Goianá,3127388,MUNICIPIO DE GOIANA, Aquisição de materiais esportivos e uniformes para atender a realização do evento festival de olimpíadas esportivas do Municipio de Goiana,https://app2.ammlicita.org.br/pesquisa/97235,NAO_ADERENTE,,0,meepp,,,,28,0,0,0,0,28,220365.92,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,3162922,MUNICIPIO DE SAO JOAQUIM DE BICAS,"Registro de preços destinado a futuras aquisições de roupas e calçados, cujos itens restaram fracassados no certame anterior, para suprir as necessidades da Unidade de Acolhimento, vinculada à Secretaria Municipal de Desenvolvimento Social.",,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,0.0,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
01613123000160-1-000048/2026,MG,São Sebastião do Anta,3164472,MUNICIPIO DE SAO SEBASTIAO DO ANTA,REGISTRO DE PREÇOS PARA SELEÇÃO DE EMPRESAS PARA FORNECIMENTO FUTURO E PARCELADO DE GENEROS ALIMENTICIOS (HORTIFRUTIGRANJEIROS) PARA ATENDER AS SECRETARIAS REQUISITANTES E MERENDA ESCOLAR DO MUNICÍPIO DE SÃO SEBASTIÃO DO ANTA,,NAO_ADERENTE,,0,meepp,,,,40,0,0,0,0,40,540597.6,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
01614862000177-1-000017/2026,MG,Córrego Fundo,3119955,MUNICIPIO DE CORREGO FUNDO,[LICITANET] - Registro de Preços para futura e eventual aquisição de cesta básica para atendimento da demanda dos usuários do CRAS do Município de Córrego Fundo/MG.,https://licitanet.com.br/sessao/180501,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,52645.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
02318396000145-1-000022/2026,MG,Muriaé,3143906,DEPARTAMENTO MUNICIPAL DE SANEAMENTO URBANO - DEMSUR,"Registro de Preço para futura e eventual contratação de microempresa - ME, empresa de pequeno porte - EPP ou equiparadas especializada no fornecimento parcelado de pneus novos, para atender as necessidades da frota desta autarquia.",,NAO_ADERENTE,,0,meepp,,,,6,0,0,0,0,6,157441.09,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
04842827000101-1-000013/2026,MG,Bocaiúva,3107307,HOSPITAL MUNICIPAL DR GIL ALVES,[Portal de Compras Públicas] - REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM FORNECIMENTO DE GÁS LIQUEFEITO DE PETRÓLEO (GLP) PARA ATENDER AS NECESSIDADES/DEMANDAS DO SERVIÇO DE NUTRIÇÃO E DIETÉTICA (SND) DO HOSPITAL MUNICIPAL DR.GIL ALVES DO MUNICIPIO DE BOCAIUVA…,https://portaldecompraspublicas.com.br/processos/MG/Hospital-Municipal-Doutor-Gil-Alves-1334/RPE-011-2026-2026-460420,NAO_ADERENTE,,0,meepp,,,,5,0,0,0,0,5,75700.55,,2026-05-07,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
16781346000104-1-000073/2026,MG,Piumhi,3151503,MUNICIPIO DE PIUMHI,[LICITANET] - Aquisição futura e eventual de materiais elétricos em atendimento às necessidades desta Prefeitura.,https://licitanet.com.br/sessao/180836,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,717232.19,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
16854531000181-1-000047/2026,MG,Oliveira,3145604,MUNICIPIO DE OLIVEIRA,[Portal de Compras Públicas] - Aquisição de materiais para oficinas terapêuticas e de reabilitação.,https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Oliveira-45/RPE-11-2026-2026-466816,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,0.0,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
16854531000181-1-000050/2026,MG,Oliveira,3145604,MUNICIPIO DE OLIVEIRA,[Portal de Compras Públicas] - Aquisição de equipamentos e material permanente (EMENDA nº 50410003 / Proposta: 14033330000125008; EMENDA nº 27560003 / Proposta: 14033330000124004; e Portaria Conjunta MF/MGI Nº15/2025) da Secretaria Municipal de Saúde.,https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Oliveira-45/RPE-9-2026-2026-470419,NAO_ADERENTE,,0,meepp,,,,26,0,0,0,0,26,0.0,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
17694852000129-1-000024/2026,MG,Buenópolis,3109204,MUNICIPIO DE BUENOPOLIS,"[Portal de Compras Públicas] - Aviso de Remarcação de Data – Pregão Eletrônico 04/2026
A Prefeitura Municipal de Buenópolis torna pública a remarcação da data de realização da sessão pública do Processo Licitatório nº 22/2026, Pregão Eletrônico 04/2026, cujo objeto é: Contratação de solução tecnoló…",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Buenopolis-1656/PE-04-2026-2026-467852,NAO_ADERENTE,,0,pre_filtro,,,,6,0,0,0,0,6,215681.19,,2026-05-06,0,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
17709197000135-1-000125/2026,MG,Além Paraíba,3101508,MUNICIPIO DE ALEM PARAIBA,"Por se tratar de Registro de Preços, deve ser licitado na modalidade Concorrência ou Pregão",,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,70695.94,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
17710096000184-1-000043/2026,MG,Estrela Dalva,3124609,MUNICIPIO DE ESTRELA DALVA,"Aquisição de MATERIAL AMBULATORIAL e EQUIPAMENTOS HOSPITALARES para a Sala de Fisioterapia em atendimento a Secretaria Municipal de Saúde da Prefeitura de Estrela Dalva, conforme especificações mínimas e condições constantes do Edital e do Termo de Referência.",,NAO_ADERENTE,,0,meepp,,,,21,0,0,0,0,21,22767.92,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
17710096000184-1-000044/2026,MG,Estrela Dalva,3124609,MUNICIPIO DE ESTRELA DALVA,"Registro de Preços, pelo período de 12 (doze) meses, para futura e eventual aquisição de SALGADOS ASSADOS E FRITOS em atendimento às diversas secretarias municipais da Prefeitura de Estrela Dalva, conforme especificações mínimas e condições constantes do Edital e do Termo de Referência.",,NAO_ADERENTE,,0,meepp,,,,2,0,0,0,0,2,107400.0,,2026-05-05,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17710096000184-1-000045/2026,MG,Estrela Dalva,3124609,MUNICIPIO DE ESTRELA DALVA,"Aquisição de MATERIAL AMBULATORIAL e EQUIPAMENTOS HOSPITALARES para as unidades do Pronto Socorro Municipal, PSF e Sala de Emergência, em atendimento a Secretaria Municipal de Saúde da Prefeitura de Estrela Dalva, conforme especificações mínimas e condições constantes do Edital e do Termo de Referên…",,NAO_ADERENTE,,0,meepp,,,,13,0,0,0,0,13,17627.44,,2026-05-06,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17754177000186-1-000031/2026,MG,Couto de Magalhães de Minas,3120102,MUNICIPIO DE COUTO DE MAGALHAES DE MINAS,"REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO, COM ENTREGA PARCELADA, DE GÊNEROS ALIMENTÍCIOS, ÁGUA MINERAL, VASILHAMES E RECARGA DE GÁS GLP PARA MANUTENÇÃO DAS ATIVIDADES DAS SECRETARIAS MUNICIPAIS VINCULADAS À PREFEITURA MUNICIPAL DE COUTO DE MAGALHÃES DE MINAS…",https://app2.ammlicita.org.br/pesquisa/96818,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,1159321.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
17754177000186-1-000032/2026,MG,Couto de Magalhães de Minas,3120102,MUNICIPIO DE COUTO DE MAGALHAES DE MINAS,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE PRODUTOS DE LIMPEZA PARA MANUTENÇÃO DOS DIVERSOS SETORES DA PREFEITURA DE COUTO DE MAGALHÃES DE MINAS.,https://app2.ammlicita.org.br/pesquisa/96914,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,486065.27,,2026-05-06,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
17813026000151-1-000013/2026,MG,Juiz de Fora,3136702,CONSORCIO INTERMUNICIPAL DE SAUDE PARA GERENCIAMENTO DA REDE DE URGENCIA E EMERGENCIA DA MACRO SUDESTE,"[Portal de Compras Públicas] - Contratação de empresa especializada para a PRESTAÇÃO DE SERVIÇOS técnicos de CONTROLE DE PRAGAS E VETORES URBANOS, compreendendo DESINSETIZAÇÃO, DESRATIZAÇÃO E DEDETIZAÇÃO, bem como LIMPEZA, HIGIENIZAÇÃO, DESINFECÇÃO E CERTIFICAÇÃO DE CAIXAS D`ÁGUA, incluindo a realiz…",https://www.portaldecompraspublicas.com.br/processos/MG/CISDESTE-Consorcio-Interm-para-Gerenc-Rede-de-Urgen-e-Emergen-da-Macro-Sudeste-5281/PE-06-2026-2026-472130,NAO_ADERENTE,,0,meepp,,,,5,0,0,0,0,5,7076.66,,2026-05-04,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17935388000115-1-000039/2026,MG,Careaçu,3113602,MUNICIPIO DE CAREACU,REGISTRO DE PREÇO PARA EVENTUAL E FUTURA AQUISIÇÃO GÊNEROS ALIMENTÍCOS PARA ATENDER OS SETORES DA EDUCAÇÃO E DEMAIS SECRETARIAS MUNICIPAIS.,https://careacu.licitapp.com.br/login,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,1339220.86,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
17935396000161-1-000050/2026,MG,Camanducaia,3110509,MUNICIPIO DE CAMANDUCAIA,Impressão de material didático - revista e álbum de figurinhas.,https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=44358,NAO_ADERENTE,,0,meepp,,,,3,0,0,0,0,3,31633.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17947581000176-1-000076/2026,MG,Muriaé,3143906,MUNICIPIO DE MURIAE,"Registro de Preços para futura e eventual contratação de empresa especializada para prestação de serviços de manutenção preventiva e corretiva de tacógrafos, incluindo verificação metrológica periódica, aferição, calibração, lacração, realização de ajustes técnicos e emissão de Certificado de Verifi…",https://bnccompras.com/Process/ProcessView?param1=[gkz]BpQLTbKE0tyZKcPOqABpAaUF_OxTBzaK45i0Dp0txB3Edej_ONYmWpSl6aScju0/U7dEuhqZL4Nnz0t7zDbXDD8dU1qWzPDHkTjHwebAXG0=,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,0.0,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17947581000176-1-000077/2026,MG,Muriaé,3143906,MUNICIPIO DE MURIAE,Registro de preços para a futura e eventual contratação de serviços de inspeção veicular para os veículos destinados ao transporte escolar que integram a frota da Secretaria Municipal de Educação.,https://bnccompras.com/Process/ProcessView?param1=[gkz]4aDBDFpKIaTO3NgEXMmKZCPBWsOH0A69f9W4qIRL9lQ1a7ioYeGGs87rsAT_BzNtY1IUWJjL/ZCBpSBClGrE8ONk2gRXzU7LkTTXcsAlXgE=,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,0.0,,2026-05-06,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
17947581000176-1-000078/2026,MG,Muriaé,3143906,MUNICIPIO DE MURIAE,"Aquisição de TESTES RÁPIDO DUO COVID-19 + INFLUENZA A/B, por meio de Registro de Preços na modalidade Pregão Eletrônico, destinados à identificação de pessoas potencialmente infectadas e à realização de atendimentos a pacientes nas Unidades Básicas de Saúde.",https://bnccompras.com/Process/ProcessView?param1=[gkz]RReFni2VXjDP9mmRQklzfldJvw8qjmDEiYYaA5Lve4464JoCqrLmiZctmUr3sFUeUC_47v9Z8rrXrwoKBK_tCobQ026pqMLHIgc74WR9/NI=,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,67343.7,,2026-04-30,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18025890000151-1-000037/2026,MG,Brazópolis,3108909,MUNICIPIO DE BRASOPOLIS,"REGISTRO DE PREÇO PARA FUTURA E EVENTUAL AQUISIÇÃO DE EQUIPAMENTOS, MATERIAIS DE CONSUMO, PERMANENTE E INSTRUMENTAIS PARA A MANUTENÇÃO DAS ATIVIDADES DOS CONSULTÓRIOS ODONTOLÓGICOS, PARA ATENDER À SECRETARIA MUNICIPAL DE SAÚDE",https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=44156,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,322519.78,,2026-04-29,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
18080283000194-1-000065/2026,MG,Dom Cavati,3122504,MUNICIPIO DE DOM CAVATI,REGISTRO DE PREÇOS PARA SELEÇÃO DE EMPRESAS PARA FORNECIMENTO FUTURO E PARCELADO DE GÊNEROS ALIMENTÍCIOS PARA ATENDER A DEMANDA DAS SECRETARIAS REQUISITANTES DO MUNICIPIO DE DOM CAVATI.,,NAO_ADERENTE,,0,meepp,,,,9,0,0,0,0,9,43254.2,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18094755000168-1-000051/2026,MG,Barroso,3105905,MUNICIPIO DE BARROSO,"Futura, eventual e parcelada contratação de empresa para prestar serviços de dedetização em áreas externas e internas dos prédios pertencentes ao Município, limpeza e desinfecção de caixas d’água, com fornecimento de materiais, equipamentos e insumos necessários à sua execução em atendimento à Secre…",,NAO_ADERENTE,,0,pre_filtro,,,,6,0,0,0,0,6,431694.0,,2026-04-30,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18094755000168-1-000058/2026,MG,Barroso,3105905,MUNICIPIO DE BARROSO,"Futura, eventual e parcelada aquisição de insumos para bomba de insulina, para atender as necessidades de pacientes com determinação judicial assistidos pela Secretaria Municipal de Saúde da Prefeitura Municipal de Barroso.",,NAO_ADERENTE,,0,meepp,,,,5,0,0,0,0,5,57737.72,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:22,0.0,0,0,0,0,1,0
18094763000104-1-000019/2026,MG,Antônio Carlos,3102902,MUNICIPIO DE ANTONIO CARLOS,AQUISIÇÃO DE EQUIPAMENTOS E MOBILIÁRIOS EM ATENDIMENTO AS ESCOLAS MUNICIPAIS.,,NAO_ADERENTE,,0,meepp,,,,7,0,0,0,0,7,56109.2,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18094763000104-1-000020/2026,MG,Antônio Carlos,3102902,MUNICIPIO DE ANTONIO CARLOS,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE AUTOMAÇÃO E GESTÃO ESCOLAR, MEDIANTE A DISPONIBILIZAÇÃO DE SOLUÇÃO TECNOLÓGICA EM AMBIENTE WEB, VOLTADA À GESTÃO INTEGRADA DAS ROTINAS ACADÊMICAS, ADMINISTRATIVAS E PEDAGÓGICAS DAS UNIDADES ESCOLARES DA REDE MUNICIPAL DE ENSINO E DA SE…",,NAO_ADERENTE,,0,meepp,,,,2,0,0,0,0,2,62036.14,,2026-05-08,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18094847000148-1-000059/2026,MG,Ressaquinha,3154408,MUNICIPIO DE RESSAQUINHA,"Contratação de empresa para fornecimento de Kit de Robótica Educacional, incluindo suporte e serviços de formação presencial (32h), acesso a vídeo aulas gravadas e suporte técnico pedagógico contínuo.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=93226405900122026,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,53920.0,,2026-04-30,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18132449000179-1-000059/2026,MG,Viçosa,3171303,MUNICIPIO DE VICOSA,"Contratação de empresa especializada para prestação de serviços de motociclista (motoboy) para transporte rápido e seguro de medicamentos, em atendimento às demandas da Farmácia Básica de Saúde.",https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98542705900302026,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,69806.04,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18132449000179-1-000061/2026,MG,Viçosa,3171303,MUNICIPIO DE VICOSA,Futura e eventual aquisição de Utensílios de Cozinha para atender a Secretaria Municipal de Assistência Social,https://cnetmobile.estaleiro.serpro.gov.br/comprasnet-web/public/landing?destino=acompanhamento-compra&compra=98542705900312026,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,193027.63,,2026-05-04,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18179226000167-1-000015/2026,MG,Ipuiúna,3131505,MUNICIPIO DE IPUIUNA,"AQUISIÇÃO DE MATERIAIS ESPORTIVOS E UNIFORMES PARA O DESPORTO AMADOR DA PREFEITURA MUNICIPAL DE IPUIUNAMG, EM ATENDIMENTO AO PLANO DE AÇÃO Nº 09032025-079547 TRANSFEREGOV.BR.",https://app2.licitardigital.com.br/pesquisa/97234,NAO_ADERENTE,,0,meepp,,,,35,0,0,0,0,35,156522.91,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18188219000121-1-000155/2026,MG,São Lourenço,3163706,MUNICIPIO DE SAO LOURENCO,"Fornecimento de fórmulas infantis e suplementos alimentares de uso comum, destinados ao atendimento das necessidades das crianças acolhidas na Unidade Municipal de Acolhimento de Menores, sob responsabilidade da Secretaria Municipal de Desenvolvimento Social, de forma complementar ao fornecimento pa…",https://app2.licitardigital.com.br/pesquisa/97310,NAO_ADERENTE,,0,meepp,,,,13,0,0,0,0,13,70090.45,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18188219000121-1-000157/2026,MG,São Lourenço,3163706,MUNICIPIO DE SAO LOURENCO,"Aquisição de adesivo de alto desempenho, destinado à fixação de pisos táteis direcional e de alerta, para atendimento das necessidades da Secretaria Municipal de Infraestrutura Urbana do Município de São Lourenço/MG.",https://app2.licitardigital.com.br/pesquisa/97314,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,13974.0,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18192898000102-1-000064/2026,MG,Santa Rita do Sapucaí,3159605,MUNICIPIO DE SANTA RITA DO SAPUCAI,"[Portal de Compras Públicas] - CONTRATAÇÃO DE SISTEMA INFORMATIZADO DE GESTÃO ESPORTIVA MUNICIPAL, EM AMBIENTE WEB, COM O OBJETIVO DE AUTOMATIZAR PROCESSOS DA POLÍTICA PÚBLICA ESPORTIVA ALÉM DAS ATIVIDADES ESPORTIVAS PROMOVIDAS E APOIADAS  PELA SECRETARIA.",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-Santa-Rita-do-Sapucai-1502/PE-PREGAO-ELETRONICO-NO-018-2026-2026-466654,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,0.0,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18239608000139-1-000066/2026,MG,Ilicínea,3130507,MUNICIPIO DE ILICINEA,"Aquisição de climatizadores de ar evaporativos portáteis, com capacidade mínima de 90 noventa litros, destinados à climatização de ambientes internos, especialmente recepções e áreas de atendimento ao público de saúde, proporcionando bem-estar aos usuários e melhores condições de trabalho aos servid…",https://app2.licitardigital.com.br/pesquisa/96960,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,22606.8,,2026-05-04,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18241752000100-1-000020/2026,MG,Alpinópolis,3101904,MUNICIPIO DE ALPINOPOLIS,Aquisição de materiais destinados à implantação e estruturação da Brigada Municipal no Município de Alpinópolis,https://app2.ammlicita.org.br/pesquisa/97250,NAO_ADERENTE,,0,meepp,,,,50,0,0,0,0,50,240587.78,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18242792000176-1-000060/2026,MG,Poço Fundo,3151701,MUNICIPIO DE POCO FUNDO,"AQUISIÇÃO DE CHAPÉUS PARA ATENDER AS NECESSIDADES DA SECRETARIA MUNICIPAL DE SAÚDE, DEPARTAMENTO DE VIGILANCIA EM SAUDE, CONFORME DESCRITO NO EDITAL",,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,11637.5,,2026-04-29,0,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18244350000169-1-000033/2026,MG,Nepomuceno,3144607,MUNICIPIO DE NEPOMUCENO,"Registro de Preços de aquisição marmitex e self-services, destinados ao abastecimentos das repartições do Governo Municipal de Nepomuceno, visando atender durante o período de 1 (um) ano, conforme as condições e especificações constantes no Termo de Referência e condições e exigências estabelecidas …",https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=44312,NAO_ADERENTE,,0,pre_filtro,,,,2,0,0,0,0,2,295550.0,,2026-05-07,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
18244376000107-1-000067/2026,MG,Lavras,3138203,MUNICIPIO DE LAVRAS,"[Portal de Compras Públicas] - Registro de preço para aquisição de tinta para demarcação de campo de futebol para 
atender a Secretaria Municipal de Esporte, Cultura, Lazer e Turismo, conforme condições, 
quantidades e exigências estabelecidas neste Edital e seus anexos.",https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Lavras-3123/RPE-23-2026-2026-471290,NAO_ADERENTE,,0,meepp,,,,1,0,0,0,0,1,3200.0,,2026-04-29,1,Divulgada no PNCP,pre_filtro,meepp,2026-04-22T00:59:23,0.0,0,0,0,0,1,0
18278051000145-1-000326/2025,MG,Paracatu,3147006,MUNICIPIO DE PARACATU,REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MOBILIÁRIOS E EQUIPAMENTOS PARA ATENDER AS DEMANDAS DAS SECRETARIAS MUNICIPAIS E SEUS DEPARTAMENTOS,,NAO_ADERENTE,,0,pre_filtro,,,,48,0,0,0,0,48,0.0,,2026-05-04,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:24,0.0,0,0,0,0,1,0
18307447000173-1-000019/2026,MG,Paulistas,3148400,MUNICIPIO DE PAULISTAS,"REGISTRO DE PREÇOS VISANDO A AQUISIÇÃO PARCELADA, CONFORME DEMANDA DE GÊNEROS ALIMENTÍCIOS DIVERSOS PARA À COMPOSIÇÃO DO CARDÁPIO DA MERENDA ESCOLAR DA REDE PÚBLICA MUNICIPAL DE PAULISTAS/MG.",https://app2.licitardigital.com.br/pesquisa/96799,NAO_ADERENTE,,0,pre_filtro,,,,50,0,0,0,0,50,0.0,,2026-05-07,1,Divulgada no PNCP,pre_filtro,heuristica,2026-04-22T00:59:25,0.0,0,0,0,0,1,0
