processo,uf,municipio,parecer_licitacao,modo_processamento,numeroItem,descricao,classificacao,grau_confianca,produto_referencia,categoria_portfolio,subcategoria_portfolio,motivos_pro,motivos_contra,sinais_lexicais,observacao
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,meepp,46,"Conjunto de Moletom Infantil Masculino Tam. 08  Especificação: Conjunto Moletom Infantil Masculino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais,",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,meepp,47,Conjunto de Moletom Infanto Juvenil Feminino Tam. 10  Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bols,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,meepp,48,Conjunto de Moletom Infanto Juvenil Feminino Tam. 12  Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bols,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,meepp,49,Conjunto de Moletom Infanto Juvenil Feminino Tam. 14  Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bols,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
01612516000150-1-000113/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,meepp,50,Conjunto de Moletom Infanto Juvenil Feminino Tam. 16  Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bols,NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,1,"Bermuda Feminina Malha Cotton Tam. 03
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 24CM Altura: 25CM. Tam. 03",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,2,"Bermuda Feminina Malha Cotton Tam. 04
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 25CM. Altura: 27CM. Tam. 04",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,3,"Bermuda Feminina Malha Cotton Tam. 06
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 26CM. Altura: 30CM Tam. 06",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,4,"Bermuda Feminina Malha Cotton Tam. 08
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 28CM. Altura: 33CM Tam. 08",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,5,"Bermuda Feminina Malha Cotton Tam. 10
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 29CM. Altura: 34CM. Tam. 10",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,6,"Bermuda Feminina Malha Cotton Tam. 12
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 30CM. Altura: 38CM. Tam. 12",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,7,"Bermuda Feminina Malha Cotton Tam. 14
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 31CM. Altura: 40CM. Tam. 14",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,8,"Bermuda Feminina Malha Cotton Tam. 16
Bermuda infantil cotton legging, 96% algodão, 4% elastano com costura reforçada. Medidas Aproximadas Largura: 33CM. Altura: 41CM. Tam. 16",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,9,"Bermuda Tactel Infantil Masculina Tam. “2P”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 37cm Largura: 24cm Tam. P",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,10,"Bermuda Tactel Infantil Masculina Tam. “G”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 51cm Largura: 30cm Tam. G",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,11,"Bermuda Tactel Infantil Masculina Tam. “GG”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 53cm Largura: 31cm Tam. G",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,12,"Bermuda Tactel Infantil Masculina Tam. “M”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 49cm Largura: 28cm Tam. M",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,13,"Bermuda Tactel Infantil Masculina Tam. “P”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 45cm Largura: 27cm Tam. P",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,14,"Bermuda Tactel Infantil Masculina Tam. “PP”
Tecido 100% poliéster, cós de elástico com cordão ajustável, dois bolsos laterais e um bolso traseiro. Medidas Aproximadas: Altura: 41cm Largura: 26cm Tam. PP",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,15,"Body infantil Manga Curta cores variadas Tam. 1
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 82cm / Busto: 50cm / Cintura: 50cm / Quadril: 52cm. Tam. 1",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,16,"Body infantil Manga Curta cores variadas Tam. 2
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 88cm / Busto: 52cm / Cintura: 52cm / Quadril: 54cm. Tam. 2",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,17,"Body infantil Manga Curta cores variadas Tam. 3
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 98cm / Busto: 54cm / Cintura: 54cm / Quadril: 56cm. Tam. 3",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,18,"Body infantil Manga Curta cores variadas Tam. G
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 72cm / Busto: 48cm / Cintura: 44cm / Quadril: 48cm",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,19,"Body infantil Manga Curta cores variadas Tam. M
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 67cm / Busto: 46cm / Cintura: 43cm / Quadril: 46cm. Tam. M",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,20,"Body infantil Manga Curta cores variadas Tam. P
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 62cm / Busto: 44cm / Cintura: 41cm / Quadril: 44cm – Tam. P",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,21,"Body infantil Manga Longa cores variadas Tam. 1
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 82cm / Busto: 50cm / Cintura: 50cm / Quadril: 52cm. Tam. 1",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,22,"Body infantil Manga Longa cores variadas Tam. 3
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 98cm / Busto: 54cm / Cintura: 54cm / Quadril: 56cm. Tam. 3",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,23,"Body infantil Manga Longa cores variadas Tam. G
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 72cm / Busto: 48cm / Cintura: 44cm / Quadril: 48cm",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,24,"Body infantil Manga Longa cores variadas Tam. M
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 67cm / Busto: 46cm / Cintura: 43cm / Quadril: 46cm. Tam. M",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,25,"Body infantil Manga Longa cores variadas Tam. P
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 62cm / Busto: 44cm / Cintura: 41cm / Quadril: 44cm – Tam. P",NAO_ADERENTE,0.99,,,,,"Vestuário infantil comum | Mercado assistencial, não emergência",,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,26,"Body Maiô Natação e Hidroginástica Feminino infanto juvenil. Tam. P.
Maiô de natação produzido em tecido com 90% de Poliamida e 10% de elastano, com forro em elastano. Parte inferior asa delta normal, gola redonda e alças largas estilo nadador. Cores variadas. Tam. P. Medidas aproximadas: Busto: 74-78cm, Cintura: 68-70cm, Quadril: 80-84cm, Altura 70cm.",NAO_ADERENTE,0.99,,,,,Vestuário esportivo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,27,"Body Maiô Natação e Hidroginástica Feminino infanto juvenil. Tam. M.
Maiô de natação produzido em tecido com 90% de Poliamida e 10% de elastano, com forro em elastano. Parte inferior asa delta normal, gola redonda e alças largas estilo nadador. Cores variadas. Tam. M. Medidas aproximadas: Busto: 80-84cm, Cintura: 74-78cm, Quadril: 88-92cm, Altura 72cm.",NAO_ADERENTE,0.99,,,,,Vestuário esportivo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,28,"Body Maiô Natação e Hidroginástica Feminino infanto juvenil. Tam. G.
Maiô de natação produzido em tecido com 90% de Poliamida e 10% de elastano, com forro em elastano. Parte inferior asa delta normal, gola redonda e alças largas estilo nadador. Cores variadas. Tam. G. Medidas aproximadas: Busto: 88-92cm, Cintura: 82-86cm, Quadril: 96-100cm, Altura 74cm",NAO_ADERENTE,0.99,,,,,Vestuário esportivo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,29,"Body Maiô Natação e Hidroginástica Feminino infanto juvenil. Tam. GG.
Maiô de natação produzido em tecido com 90% de Poliamida e 10% de elastano, com forro em elastano. Parte inferior asa delta normal, gola redonda e alças largas estilo nadador. Cores variadas. Tam. GG. Medidas aproximadas: Busto: 96-100cm, Cintura: 90-94cm, Quadril: 104-108cm, Altura 76cm.",NAO_ADERENTE,0.99,,,,,Vestuário esportivo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,30,"Body RN Manga Curta cores variadas
Produzido em 100% algodão, gola envelope, manga curta, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 52cm / Busto: 40cm / Cintura: 39cm / Quadril: 43cm) RN",NAO_ADERENTE,0.99,,,,,Vestuário infantil comum | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,31,"Body RN Manga Longa cores variadas
Produzido em 100% algodão, gola envelope, manga longa, fechamento no Gancho com botão de pressão. Medidas aproximadas: Altura: 52cm / Busto: 40cm / Cintura: 39cm / Quadril: 43cm RN",NAO_ADERENTE,0.99,,,,,Vestuário infantil comum | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,32,"Calcinha infantil em algodão cores variadas, lisa ou com estampa. Tam. P
Calcinha em 100% algodão, com forro interno, elástico resistente. Medidas aproximadas: Cintura 40 a 44cm Quadril 40 a 44cm. Tam. P",NAO_ADERENTE,0.99,,,,,Vestuário íntimo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,33,"Calcinha infantil em algodão cores variadas, lisa ou com estampa. Tam. M
Calcinha em 100% algodão, com forro interno, elástico resistente. Medidas aproximadas: Cintura 45 a 49cm Quadril 45 a 49cm. Tam. M",NAO_ADERENTE,0.99,,,,,Vestuário íntimo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,34,"Calcinha infantil em algodão cores variadas, lisa ou com estampa. Tam. G
Calcinha em 100% algodão, com forro interno, elástico resistente. Medidas aproximadas: Cintura 50 a 54cm Quadril 50 a 54cm. Tam. G",NAO_ADERENTE,0.99,,,,,Vestuário íntimo infantil | Mercado varejo comum,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,35,"Calcinha Infanto Juvenil em algodão cores variadas, lisa. Tam. G
Tecido cotton com 95% algodão e 5% elastano, elástico 30mm, com forro em algodão. Medidas aproximadas: Cintura 60cm Quadril 62cm. Tam G.",NAO_ADERENTE,0.99,,,,,Vestuário íntimo comum | Mercado varejo infantil,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,36,"Calcinha Infanto Juvenil em algodão cores variadas, lisa. Tam. GG
Tecido cotton com 95% algodão e 5% elastano, elástico 30mm, com forro em algodão. Medidas aproximadas: Cintura 68cm Quadril 70cm. Tam GG.",NAO_ADERENTE,0.99,,,,,Vestuário íntimo comum | Mercado varejo infantil,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,37,"Calcinha Infanto Juvenil em algodão cores variadas, lisa. Tam. M
Tecido cotton com 95% algodão e 5% elastano, elástico 30mm, com forro em algodão. Medidas aproximadas: Cintura 56cm Quadril 58cm. Tam M.",NAO_ADERENTE,0.99,,,,,Vestuário íntimo comum | Mercado varejo infantil,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,38,"Calcinha Infanto Juvenil em algodão cores variadas, lisa. Tam. P
Tecido cotton com 95% algodão e 5% elastano, elástico 30mm, com forro em algodão. Medidas aproximadas: Cintura 52cm Quadril 54cm. Tam P.",NAO_ADERENTE,0.99,,,,,Vestuário íntimo comum | Mercado varejo infantil,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,39,"Conjunto de Moletom Infantil Feminino Tam. 02
Especificação: Conjunto Moletom Infantil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 2. Medidas aproximadas: Quadr.:…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,40,"Conjunto de Moletom Infantil Feminino Tam. 04
Especificação: Conjunto Moletom Infantil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 4. Medidas aproximadas: Quadr.:…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,41,"Conjunto de Moletom Infantil Feminino Tam. 06
Especificação: Conjunto Moletom Infantil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 6. Medidas aproximadas: Quadr.:…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,42,"Conjunto de Moletom Infantil Feminino Tam. 08
Especificação: Conjunto Moletom Infantil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 8. Medidas aproximadas: Quadr.:…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,43,"Conjunto de Moletom Infantil Masculino Tam. 02
Especificação: Conjunto Moletom Infantil Masculino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 2. Medidas aproximadas: Quadr…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,44,"Conjunto de Moletom Infantil Masculino Tam. 04
Especificação: Conjunto Moletom Infantil Masculino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 4. Medidas aproximadas: Quadr…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,45,"Conjunto de Moletom Infantil Masculino Tam. 06
Especificação: Conjunto Moletom Infantil Masculino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 6. Medidas aproximadas: Quadr…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,46,"Conjunto de Moletom Infantil Masculino Tam. 08
Especificação: Conjunto Moletom Infantil Masculino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 8. Medidas aproximadas: Quadr…",NAO_ADERENTE,0.99,,,,,Vestuário casual infantil | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,47,"Conjunto de Moletom Infanto Juvenil Feminino Tam. 10
Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 10. Medidas aprox…",NAO_ADERENTE,0.99,,,,,Vestuário casual comum | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,48,"Conjunto de Moletom Infanto Juvenil Feminino Tam. 12
Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 12. Medidas aprox…",NAO_ADERENTE,0.99,,,,,Vestuário casual comum | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,49,"Conjunto de Moletom Infanto Juvenil Feminino Tam. 14
Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 14. Medidas aprox…",NAO_ADERENTE,0.99,,,,,Vestuário casual comum | Mercado acolhimento social,,
01612516000150-1-000118/2026,MG,São Joaquim de Bicas,NAO_ADERENTE,llm,50,"Conjunto de Moletom Infanto Juvenil Feminino Tam. 16
Especificação: Conjunto Moletom Infanto Juvenil Feminino. Tecido flanelado composto por 50% algodão e 50% poliéster. Calça com dois bolsos frontais, cós com elástico e punho em ribana para ajuste. Blusa com capuz forrado e cordão de ajuste e bolsos frontais, mangas com punhos em ribana. Cores: Preto, Cinza ou Azul Escuro. Tam. 16. Medidas aprox…",NAO_ADERENTE,0.99,,,,,Vestuário casual comum | Mercado acolhimento social,,
18188219000121-1-000155/2026,MG,São Lourenço,NAO_ADERENTE,meepp,1,"Fórmula infantil para lactentes até 12 meses: nutricionalmente completa, composta por aminoácidos livres, enriquecida com ácidos graxos essenciais (DHA e ARA) e nucleotídeos, destinada à alimentação de crianças com necessidades nutricionais específicas. Isenta de glúten e lactose. Apresentação: pó, lata de aproximadamente 400g. Referência tecnológica: igual ou superior à marca NEOCATE LCP.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18188219000121-1-000155/2026,MG,São Lourenço,NAO_ADERENTE,meepp,2,"Suplemento nutricional completo em pó: destinado à complementação alimentar, com composição balanceada de proteínas, carboidratos, lipídios, vitaminas e minerais. Isento de glúten, sacarose e lactose. Apresentação: pó, lata de aproximadamente 400g. Referência tecnológica: igual ou superior às marcas NUTREN 1.0, INMAX ou TROPHIC 1.0.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18188219000121-1-000155/2026,MG,São Lourenço,NAO_ADERENTE,meepp,3,"Suplemento nutricional em pó para crianças: nutricionalmente completo, destinado à complementação alimentar de crianças, contendo proteínas lácteas, carboidratos, lipídios, vitaminas e minerais. Isento de glúten. Apresentação: pó, lata de aproximadamente 400g. Referência tecnológica: igual ou superior às marcas PEDIASURE, NUTREN JÚNIOR ou FORTINI COMPLETE.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18188219000121-1-000155/2026,MG,São Lourenço,NAO_ADERENTE,meepp,4,"Fórmula infantil de seguimento para lactentes de 6 a 12 meses: contendo proteínas lácteas, carboidratos, lipídios, vitaminas e minerais, com adequada digestibilidade e presença de ácidos graxos essenciais. Isenta de glúten. Apresentação: pó, lata de aproximadamente 800g. Referência tecnológica: igual ou superior às marcas NAN 2, APTAMIL 2 ou NESTOGENO 2.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
18188219000121-1-000155/2026,MG,São Lourenço,NAO_ADERENTE,meepp,5,"Suplemento alimentar com composição nutricional equilibrada: contendo proteínas, carboidratos de absorção gradual e fibras, destinado à complementação alimentar em dietas com necessidades específicas. Isento de glúten e lactose adicionada. Apresentação: lata de, no mínimo, 360g. Referência tecnológica: igual ou superior às marcas Nutren Control, Diasip ou Glucerna.",NAO_ADERENTE,0.85,,,,,Item de participação exclusiva ou cota reservada para ME/EPP (tipoBeneficio 1 ou 3). A Resgatécnica não é elegível para este item.,,Classificado por pré-filtro heurístico sem análise LLM.
